Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2021.03,Captive financial institutions,281,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Captive financial institutions,281,Financial assets Closing balance currency and deposits,LE00000,AFA0200,11323
2021.03,Captive financial institutions,281,Financial assets Closing balance debt securities,LE00000,AFA0300,37403
2021.03,Captive financial institutions,281,Financial assets Closing balance loans,LE00000,AFA0400,67535
2021.03,Captive financial institutions,281,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,164499
2021.03,Captive financial institutions,281,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2021.03,Captive financial institutions,281,Financial assets Closing balance financial derivatives,LE00000,AFA0700,C
2021.03,Captive financial institutions,281,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2021.03,Captive financial institutions,281,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,307225
2021.03,Captive financial institutions,281,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Captive financial institutions,281,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Captive financial institutions,281,Financial liabilities Closing balance debt securities,LE00000,AFL0300,53330
2021.03,Captive financial institutions,281,Financial liabilities Closing balance loans,LE00000,AFL0400,76620
2021.03,Captive financial institutions,281,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,158790
2021.03,Captive financial institutions,281,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2021.03,Captive financial institutions,281,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,1898
2021.03,Captive financial institutions,281,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,16588
2021.03,Captive financial institutions,281,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,9557
2021.03,Captive financial institutions,281,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,3956
2021.03,Captive financial institutions,281,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,5601
2021.03,Captive financial institutions,281,Closing balance net worth,LE00000,B900000,-11065
2021.03,Captive financial institutions,281,Closing balance total liabilities and net worth,LE00000,L000000,296160
2021.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total assets,LE00000,A000000,378142
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance Total financial assets,LE00000,AFA0000,226657
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1760
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance currency and deposits,LE00000,AFA0200,61732
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance debt securities,LE00000,AFA0300,20929
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance loans,LE00000,AFA0400,28074
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,85702
2021.03,Central government institutions excluding funded social insurance schemes,311,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance financial derivatives,LE00000,AFA0700,4194
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,24267
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,203718
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1731
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance debt securities,LE00000,AFL0300,151181
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance loans,LE00000,AFL0400,13743
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2021.03,Central government institutions excluding funded social insurance schemes,311,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,7676
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,5604
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,23783
2021.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,151485
2021.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,116144
2021.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,35340
2021.03,Central government institutions excluding funded social insurance schemes,311,Closing balance net worth,LE00000,B900000,174424
2021.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total liabilities and net worth,LE00000,L000000,378142
2021.03,Central government institutions funded social insurance schemes,312,Closing balance total assets,LE00000,A000000,52220
2021.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance Total financial assets,LE00000,AFA0000,51832
2021.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2143
2021.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance debt securities,LE00000,AFA0300,26116
2021.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance loans,LE00000,AFA0400,0
2021.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,21118
2021.03,Central government institutions funded social insurance schemes,312,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,226
2021.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance financial derivatives,LE00000,AFA0700,628
2021.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1602
2021.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,2995
2021.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2021.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2021.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2021.03,Central government institutions funded social insurance schemes,312,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,928
2021.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,734
2021.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1333
2021.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,387
2021.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,0
2021.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,387
2021.03,Central government institutions funded social insurance schemes,312,Closing balance net worth,LE00000,B900000,49225
2021.03,Central government institutions funded social insurance schemes,312,Closing balance total liabilities and net worth,LE00000,L000000,52220
2021.03,Local government institutions,321,Closing balance total assets,LE00000,A000000,134611
2021.03,Local government institutions,321,Financial assets Closing balance Total financial assets,LE00000,AFA0000,22962
2021.03,Local government institutions,321,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Local government institutions,321,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2024
2021.03,Local government institutions,321,Financial assets Closing balance debt securities,LE00000,AFA0300,930
2021.03,Local government institutions,321,Financial assets Closing balance loans,LE00000,AFA0400,3177
2021.03,Local government institutions,321,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,14369
2021.03,Local government institutions,321,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,0
2021.03,Local government institutions,321,Financial assets Closing balance financial derivatives,LE00000,AFA0700,574
2021.03,Local government institutions,321,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1888
2021.03,Local government institutions,321,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,25738
2021.03,Local government institutions,321,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Local government institutions,321,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Local government institutions,321,Financial liabilities Closing balance debt securities,LE00000,AFL0300,9485
2021.03,Local government institutions,321,Financial liabilities Closing balance loans,LE00000,AFL0400,10072
2021.03,Local government institutions,321,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2021.03,Local government institutions,321,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2021.03,Local government institutions,321,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,2407
2021.03,Local government institutions,321,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,3773
2021.03,Local government institutions,321,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,111649
2021.03,Local government institutions,321,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,71732
2021.03,Local government institutions,321,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,39917
2021.03,Local government institutions,321,Closing balance net worth,LE00000,B900000,108873
2021.03,Local government institutions,321,Closing balance total liabilities and net worth,LE00000,L000000,134611
2021.03,Non-profit institutions serving households,400,Closing balance total assets,LE00000,A000000,44885
2021.03,Non-profit institutions serving households,400,Financial assets Closing balance Total financial assets,LE00000,AFA0000,14200
2021.03,Non-profit institutions serving households,400,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Non-profit institutions serving households,400,Financial assets Closing balance currency and deposits,LE00000,AFA0200,8437
2021.03,Non-profit institutions serving households,400,Financial assets Closing balance debt securities,LE00000,AFA0300,165
2021.03,Non-profit institutions serving households,400,Financial assets Closing balance loans,LE00000,AFA0400,1873
2021.03,Non-profit institutions serving households,400,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,3264
2021.03,Non-profit institutions serving households,400,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,2
2021.03,Non-profit institutions serving households,400,Financial assets Closing balance financial derivatives,LE00000,AFA0700,1
2021.03,Non-profit institutions serving households,400,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,459
2021.03,Non-profit institutions serving households,400,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,3028
2021.03,Non-profit institutions serving households,400,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Non-profit institutions serving households,400,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Non-profit institutions serving households,400,Financial liabilities Closing balance debt securities,LE00000,AFL0300,72
2021.03,Non-profit institutions serving households,400,Financial liabilities Closing balance loans,LE00000,AFL0400,1685
2021.03,Non-profit institutions serving households,400,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2021.03,Non-profit institutions serving households,400,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2021.03,Non-profit institutions serving households,400,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,0
2021.03,Non-profit institutions serving households,400,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1271
2021.03,Non-profit institutions serving households,400,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,30685
2021.03,Non-profit institutions serving households,400,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,11697
2021.03,Non-profit institutions serving households,400,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,18988
2021.03,Non-profit institutions serving households,400,Closing balance net worth,LE00000,B900000,41857
2021.03,Non-profit institutions serving households,400,Closing balance total liabilities and net worth,LE00000,L000000,44885
2021.03,Households,511,Closing balance total assets,LE00000,A000000,2394537
2021.03,Households,511,Financial assets Closing balance Total financial assets,LE00000,AFA0000,1278639
2021.03,Households,511,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Households,511,Financial assets Closing balance currency and deposits,LE00000,AFA0200,212313
2021.03,Households,511,Financial assets Closing balance debt securities,LE00000,AFA0300,3399
2021.03,Households,511,Financial assets Closing balance loans,LE00000,AFA0400,290
2021.03,Households,511,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,927867
2021.03,Households,511,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,134770
2021.03,Households,511,Financial assets Closing balance financial derivatives,LE00000,AFA0700,0
2021.03,Households,511,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2021.03,Households,511,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,256025
2021.03,Households,511,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Households,511,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Households,511,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2021.03,Households,511,Financial liabilities Closing balance loans,LE00000,AFL0400,256025
2021.03,Households,511,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2021.03,Households,511,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2021.03,Households,511,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,0
2021.03,Households,511,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2021.03,Households,511,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1115898
2021.03,Households,511,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,356779
2021.03,Households,511,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,759119
2021.03,Households,511,Closing balance net worth,LE00000,B900000,2138512
2021.03,Households,511,Closing balance total liabilities and net worth,LE00000,L000000,2394537
2021.03,Rest of the world,611,Closing balance total assets,LE00000,A000000,497737
2021.03,Rest of the world,611,Financial assets Closing balance Total financial assets,LE00000,AFA0000,497737
2021.03,Rest of the world,611,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1731
2021.03,Rest of the world,611,Financial assets Closing balance currency and deposits,LE00000,AFA0200,36481
2021.03,Rest of the world,611,Financial assets Closing balance debt securities,LE00000,AFA0300,187902
2021.03,Rest of the world,611,Financial assets Closing balance loans,LE00000,AFA0400,54128
2021.03,Rest of the world,611,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,179973
2021.03,Rest of the world,611,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2021.03,Rest of the world,611,Financial assets Closing balance financial derivatives,LE00000,AFA0700,21545
2021.03,Rest of the world,611,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2021.03,Rest of the world,611,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,327343
2021.03,Rest of the world,611,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1760
2021.03,Rest of the world,611,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,15853
2021.03,Rest of the world,611,Financial liabilities Closing balance debt securities,LE00000,AFL0300,75914
2021.03,Rest of the world,611,Financial liabilities Closing balance loans,LE00000,AFL0400,24958
2021.03,Rest of the world,611,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,168279
2021.03,Rest of the world,611,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,2437
2021.03,Rest of the world,611,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,24296
2021.03,Rest of the world,611,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,13847
2021.03,Rest of the world,611,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,0
2021.03,Rest of the world,611,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,0
2021.03,Rest of the world,611,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,0
2021.03,Rest of the world,611,Closing balance net worth,LE00000,B900000,170394
2021.03,Rest of the world,611,Closing balance total liabilities and net worth,LE00000,L000000,497737
2021.03,Total economy (excl rest of the world),800,Closing balance total assets,LE00000,A000000,6192853
2021.03,Total economy (excl rest of the world),800,Financial assets Closing balance Total financial assets,LE00000,AFA0000,3585793
2021.03,Total economy (excl rest of the world),800,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1760
2021.03,Total economy (excl rest of the world),800,Financial assets Closing balance currency and deposits,LE00000,AFA0200,460671
2021.03,Total economy (excl rest of the world),800,Financial assets Closing balance debt securities,LE00000,AFA0300,361524
2021.03,Total economy (excl rest of the world),800,Financial assets Closing balance loans,LE00000,AFA0400,785706
2021.03,Total economy (excl rest of the world),800,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1612259
2021.03,Total economy (excl rest of the world),800,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2021.03,Total economy (excl rest of the world),800,Financial assets Closing balance financial derivatives,LE00000,AFA0700,41444
2021.03,Total economy (excl rest of the world),800,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2021.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,3756187
2021.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1731
2021.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,481299
2021.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance debt securities,LE00000,AFL0300,473512
2021.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance loans,LE00000,AFL0400,814876
2021.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,1623953
2021.03,Total economy (excl rest of the world),800,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,148458
2021.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,38694
2021.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,173663
2021.03,Total economy (excl rest of the world),800,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,2607060
2021.03,Total economy (excl rest of the world),800,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1127290
2021.03,Total economy (excl rest of the world),800,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,1479770
2021.03,Total economy (excl rest of the world),800,Closing balance net worth,LE00000,B900000,2436667
2021.03,Total economy (excl rest of the world),800,Closing balance total liabilities and net worth,LE00000,L000000,6192853
2021.03,Total all sectors,900,Closing balance total assets,LE00000,A000000,6690590
2021.03,Total all sectors,900,Financial assets Closing balance Total financial assets,LE00000,AFA0000,4083530
2021.03,Total all sectors,900,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,3491
2021.03,Total all sectors,900,Financial assets Closing balance currency and deposits,LE00000,AFA0200,497152
2021.03,Total all sectors,900,Financial assets Closing balance debt securities,LE00000,AFA0300,549426
2021.03,Total all sectors,900,Financial assets Closing balance loans,LE00000,AFA0400,839834
2021.03,Total all sectors,900,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1792232
2021.03,Total all sectors,900,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,150895
2021.03,Total all sectors,900,Financial assets Closing balance financial derivatives,LE00000,AFA0700,62990
2021.03,Total all sectors,900,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,187509
2021.03,Total all sectors,900,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,4083530
2021.03,Total all sectors,900,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,3491
2021.03,Total all sectors,900,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,497152
2021.03,Total all sectors,900,Financial liabilities Closing balance debt securities,LE00000,AFL0300,549426
2021.03,Total all sectors,900,Financial liabilities Closing balance loans,LE00000,AFL0400,839834
2021.03,Total all sectors,900,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,1792232
2021.03,Total all sectors,900,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,150895
2021.03,Total all sectors,900,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,62990
2021.03,Total all sectors,900,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,187509
2021.03,Total all sectors,900,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,2607060
2021.03,Total all sectors,900,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1127290
2021.03,Total all sectors,900,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,1479770
2021.03,Total all sectors,900,Closing balance net worth,LE00000,B900000,2607060
2021.03,Total all sectors,900,Closing balance total liabilities and net worth,LE00000,L000000,6690590
2022.03,Non-corporate business enterprises,121,Closing balance total assets,LE00000,A000000,835646
2022.03,Non-corporate business enterprises,121,Financial assets Closing balance Total financial assets,LE00000,AFA0000,211526
2022.03,Non-corporate business enterprises,121,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2022.03,Non-corporate business enterprises,121,Financial assets Closing balance currency and deposits,LE00000,AFA0200,32206
2022.03,Non-corporate business enterprises,121,Financial assets Closing balance debt securities,LE00000,AFA0300,427
2022.03,Non-corporate business enterprises,121,Financial assets Closing balance loans,LE00000,AFA0400,61421
2022.03,Non-corporate business enterprises,121,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,112238
2022.03,Non-corporate business enterprises,121,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,559
2022.03,Non-corporate business enterprises,121,Financial assets Closing balance financial derivatives,LE00000,AFA0700,2
2022.03,Non-corporate business enterprises,121,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,4673
2022.03,Non-corporate business enterprises,121,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,835646
2022.03,Non-corporate business enterprises,121,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2022.03,Non-corporate business enterprises,121,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2022.03,Non-corporate business enterprises,121,Financial liabilities Closing balance debt securities,LE00000,AFL0300,760
2022.03,Non-corporate business enterprises,121,Financial liabilities Closing balance loans,LE00000,AFL0400,122340
2022.03,Non-corporate business enterprises,121,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,708489
2022.03,Non-corporate business enterprises,121,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2022.03,Non-corporate business enterprises,121,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,3
2022.03,Non-corporate business enterprises,121,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,4054
2022.03,Non-corporate business enterprises,121,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,624121
2022.03,Non-corporate business enterprises,121,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,211812
2022.03,Non-corporate business enterprises,121,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,412309
2022.03,Non-corporate business enterprises,121,Closing balance net worth,LE00000,B900000,0
2022.03,Non-corporate business enterprises,121,Closing balance total liabilities and net worth,LE00000,L000000,835646
2022.03,Corporate business enterprises,141,Closing balance total assets,LE00000,A000000,1171034
2022.03,Corporate business enterprises,141,Financial assets Closing balance Total financial assets,LE00000,AFA0000,428334
2022.03,Corporate business enterprises,141,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2022.03,Corporate business enterprises,141,Financial assets Closing balance currency and deposits,LE00000,AFA0200,57643
2022.03,Corporate business enterprises,141,Financial assets Closing balance debt securities,LE00000,AFA0300,17535
2022.03,Corporate business enterprises,141,Financial assets Closing balance loans,LE00000,AFA0400,77554
2022.03,Corporate business enterprises,141,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,121721
2022.03,Corporate business enterprises,141,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,1717
2022.03,Corporate business enterprises,141,Financial assets Closing balance financial derivatives,LE00000,AFA0700,3688
2022.03,Corporate business enterprises,141,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,148475
2022.03,Corporate business enterprises,141,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,1201249
2022.03,Corporate business enterprises,141,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2022.03,Corporate business enterprises,141,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2022.03,Corporate business enterprises,141,Financial liabilities Closing balance debt securities,LE00000,AFL0300,50623
2022.03,Corporate business enterprises,141,Financial liabilities Closing balance loans,LE00000,AFL0400,298735
2022.03,Corporate business enterprises,141,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,709288
2022.03,Corporate business enterprises,141,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2022.03,Corporate business enterprises,141,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,4729
2022.03,Corporate business enterprises,141,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,137874
2022.03,Corporate business enterprises,141,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,742700
2022.03,Corporate business enterprises,141,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,423406
2022.03,Corporate business enterprises,141,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,319295
2022.03,Corporate business enterprises,141,Closing balance net worth,LE00000,B900000,-30214
2022.03,Corporate business enterprises,141,Closing balance total liabilities and net worth,LE00000,L000000,1171034
2022.03,Central bank,211,Closing balance total assets,LE00000,A000000,91412
2022.03,Central bank,211,Financial assets Closing balance Total financial assets,LE00000,AFA0000,91293
2022.03,Central bank,211,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2022.03,Central bank,211,Financial assets Closing balance currency and deposits,LE00000,AFA0200,8048
2022.03,Central bank,211,Financial assets Closing balance debt securities,LE00000,AFA0300,63326
2022.03,Central bank,211,Financial assets Closing balance loans,LE00000,AFA0400,11814
2022.03,Central bank,211,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,262
2022.03,Central bank,211,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,0
2022.03,Central bank,211,Financial assets Closing balance financial derivatives,LE00000,AFA0700,7777
2022.03,Central bank,211,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,66
2022.03,Central bank,211,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,91412
2022.03,Central bank,211,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2022.03,Central bank,211,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,86796
2022.03,Central bank,211,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2022.03,Central bank,211,Financial liabilities Closing balance loans,LE00000,AFL0400,1486
2022.03,Central bank,211,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,2542
2022.03,Central bank,211,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2022.03,Central bank,211,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,388
2022.03,Central bank,211,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,200
2022.03,Central bank,211,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,119
